age,numberChildren,incomeRating,wealthRating,mailOrderPurchases,totalGivingAmount,numberGifts,smallestGiftAmount,largestGiftAmount,averageGiftAmount,yearsSinceFirstDonation,monthsSinceLastDonation,inHouseDonor,plannedGivingDonor,sweepstakesDonor,P3Donor,state,urbanicity,socioEconomicStatus,isHomeowner,gender,respondedMailing
60,NA,NA,NA,0,37,3,10,15,12.333333333,2,17,FALSE,FALSE,FALSE,FALSE,WA,town,highest,NA,female,FALSE
68,NA,2,8,0,31,4,5,10,7.75,2,15,FALSE,FALSE,FALSE,FALSE,NC,city,average,NA,female,FALSE
46,1,4,4,4,37,3,5,17,12.333333333,3,14,FALSE,FALSE,FALSE,FALSE,IL,city,average,TRUE,male,FALSE
NA,NA,NA,NA,0,25,2,10,15,12.5,3,14,FALSE,FALSE,FALSE,FALSE,IL,urban,average,NA,male,FALSE
NA,NA,NA,NA,0,47,4,5,20,11.75,3,22,FALSE,FALSE,FALSE,FALSE,LA,city,lowest,NA,female,FALSE
NA,NA,NA,NA,0,66,3,10,36,22,2,15,FALSE,FALSE,FALSE,FALSE,NC,town,average,NA,female,FALSE
NA,1,6,7,9,46,6,3,15,7.6666666667,3,12,FALSE,FALSE,FALSE,FALSE,MO,town,average,TRUE,male,FALSE
36,4,2,0,4,40,2,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,GA,city,lowest,TRUE,female,FALSE
35,NA,6,7,1,152,11,5,25,13.818181818,6,11,FALSE,FALSE,FALSE,FALSE,MN,town,average,TRUE,female,FALSE
NA,NA,NA,NA,0,269,19,10,18,14.157894737,6,14,TRUE,FALSE,FALSE,FALSE,CA,urban,lowest,NA,NA,FALSE
68,NA,2,NA,0,120,7,5,21,17.142857143,4,16,FALSE,FALSE,FALSE,FALSE,TX,rural,lowest,NA,female,FALSE
81,NA,1,5,6,183,27,3,10,6.7777777778,11,21,FALSE,FALSE,FALSE,FALSE,IA,rural,average,NA,female,FALSE
NA,NA,NA,NA,0,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,TX,rural,average,NA,NA,TRUE
77,NA,1,6,2,342,15,5,40,22.8,8,13,FALSE,FALSE,FALSE,FALSE,FL,city,average,TRUE,female,FALSE
56,NA,5,9,0,40,3,10,20,13.333333333,3,11,FALSE,FALSE,FALSE,FALSE,FL,town,highest,TRUE,male,FALSE
44,NA,2,NA,0,20,1,20,20,20,2,16,FALSE,FALSE,FALSE,FALSE,TX,rural,average,NA,NA,FALSE
60,1,3,5,12,105,11,5,15,9.5454545455,11,16,FALSE,FALSE,FALSE,FALSE,OR,city,average,TRUE,female,FALSE
NA,NA,NA,NA,0,51,3,15,19,17,6,15,FALSE,FALSE,FALSE,FALSE,IN,city,lowest,NA,male,FALSE
NA,NA,3,NA,0,35,5,3,12,7,3,11,FALSE,FALSE,FALSE,FALSE,IA,rural,average,NA,female,FALSE
64,1,5,NA,0,93,10,5,13,9.3,5,11,FALSE,FALSE,FALSE,FALSE,NV,rural,highest,TRUE,female,FALSE
48,NA,4,4,4,195,21,3,16,9.2857142857,6,17,FALSE,FALSE,FALSE,FALSE,FL,urban,average,TRUE,female,FALSE
42,NA,3,6,0,52,5,5,15,10.4,4,14,FALSE,FALSE,FALSE,FALSE,TN,city,average,TRUE,male,FALSE
82,NA,4,NA,0,89,8,5,18,11.125,9,14,FALSE,FALSE,FALSE,FALSE,FL,city,lowest,TRUE,male,FALSE
79,NA,2,9,3,201,15,5,20,13.4,11,15,FALSE,FALSE,FALSE,FALSE,WA,suburb,highest,TRUE,male,FALSE
52,1,4,3,16,226.07,16,0.07,32,14.129375,9,17,FALSE,FALSE,FALSE,FALSE,WA,town,average,TRUE,female,FALSE
90,NA,1,0,25,250.1,32,0.32,20,7.815625,11,14,TRUE,FALSE,FALSE,TRUE,CA,urban,average,NA,female,FALSE
72,NA,7,NA,0,20,1,20,20,20,1,17,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
NA,NA,NA,NA,0,25,2,10,15,12.5,2,12,FALSE,FALSE,FALSE,FALSE,NC,city,highest,NA,male,TRUE
74,NA,5,NA,0,69,6,5,20,11.5,6,14,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,TRUE,female,FALSE
78,NA,NA,NA,0,96.5,18,2,12,5.3611111111,11,13,FALSE,FALSE,FALSE,FALSE,OR,rural,average,NA,male,FALSE
50,NA,5,NA,0,32,4,5,10,8,2,14,FALSE,FALSE,FALSE,FALSE,WI,urban,average,TRUE,female,FALSE
NA,NA,6,NA,0,20,3,3,10,6.6666666667,2,11,FALSE,FALSE,FALSE,FALSE,KS,city,average,TRUE,male,FALSE
NA,NA,NA,NA,0,41,5,3,12,8.2,5,14,FALSE,FALSE,FALSE,FALSE,CA,town,lowest,NA,female,TRUE
76,NA,2,NA,0,20,1,20,20,20,1,12,FALSE,FALSE,FALSE,FALSE,IN,town,average,TRUE,male,FALSE
64,NA,4,9,6,239,28,2,17,8.5357142857,9,12,FALSE,FALSE,FALSE,FALSE,AZ,suburb,highest,TRUE,male,FALSE
NA,NA,4,5,2,70,5,10,25,14,6,14,FALSE,FALSE,FALSE,TRUE,WY,rural,average,TRUE,male,FALSE
71,NA,NA,NA,0,197,22,5,16,8.9545454545,9,11,FALSE,FALSE,FALSE,FALSE,OR,town,lowest,NA,female,FALSE
NA,NA,NA,NA,0,62,16,2,10,3.875,11,14,FALSE,FALSE,FALSE,FALSE,NE,town,average,NA,female,FALSE
35,NA,5,3,33,45,3,5,28,15,2,11,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,FALSE
86,NA,NA,NA,0,160,16,10,10,10,5,13,FALSE,FALSE,FALSE,FALSE,TX,city,highest,NA,female,FALSE
34,NA,4,NA,0,80,4,20,20,20,3,12,FALSE,FALSE,FALSE,FALSE,AZ,suburb,highest,TRUE,female,FALSE
NA,NA,NA,NA,0,103,8,5,20,12.875,9,16,TRUE,FALSE,FALSE,FALSE,CA,urban,highest,NA,female,FALSE
81,NA,3,8,8,136,7,10,35,19.428571429,7,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,female,FALSE
74,NA,6,NA,0,99,10,5,12,9.9,7,13,FALSE,FALSE,FALSE,FALSE,KY,town,average,NA,male,FALSE
NA,NA,NA,NA,0,55,4,10,20,13.75,6,22,FALSE,FALSE,FALSE,FALSE,FL,town,average,NA,female,FALSE
NA,NA,5,NA,0,30,2,10,20,15,2,14,FALSE,FALSE,FALSE,FALSE,TX,suburb,average,TRUE,male,FALSE
46,1,7,8,0,32,3,5,20,10.666666667,4,14,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,female,FALSE
76,NA,5,NA,0,46,3,10,20,15.333333333,2,11,FALSE,FALSE,FALSE,FALSE,MI,suburb,highest,NA,female,FALSE
68,NA,2,5,7,182,18,5,15,10.111111111,8,22,FALSE,FALSE,FALSE,FALSE,MI,urban,average,NA,female,FALSE
81,NA,2,3,1,158,23,5,13,6.8695652174,11,15,FALSE,FALSE,FALSE,FALSE,IL,urban,highest,NA,female,FALSE
45,NA,NA,NA,0,153,15,3,15,10.2,8,12,FALSE,FALSE,FALSE,FALSE,CO,suburb,average,NA,female,FALSE
54,NA,5,8,11,45,4,5,20,11.25,3,15,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,TRUE,female,FALSE
NA,NA,5,NA,0,110,13,3,11,8.4615384615,3,13,FALSE,FALSE,FALSE,FALSE,TN,town,lowest,TRUE,male,TRUE
57,2,5,4,11,87,8,3,18,10.875,5,14,FALSE,FALSE,FALSE,FALSE,IL,city,average,TRUE,female,FALSE
NA,NA,NA,NA,0,30,2,10,20,15,2,12,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,FALSE
78,NA,2,4,2,146,26,3,10,5.6153846154,11,11,FALSE,FALSE,FALSE,FALSE,IL,rural,average,TRUE,male,FALSE
78,NA,2,NA,0,171,19,5,15,9,11,15,FALSE,FALSE,FALSE,FALSE,WY,city,average,TRUE,female,FALSE
63,NA,7,9,4,52,6,5,15,8.6666666667,6,14,FALSE,FALSE,FALSE,FALSE,MS,rural,average,TRUE,female,FALSE
73,NA,4,7,8,15,1,15,15,15,2,20,FALSE,FALSE,FALSE,FALSE,CA,city,highest,TRUE,male,FALSE
67,1,1,2,6,123,18,5,10,6.8333333333,9,14,FALSE,FALSE,FALSE,FALSE,LA,town,lowest,TRUE,female,FALSE
58,NA,NA,NA,0,47,5,5,13,9.4,3,11,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,NA,FALSE
76,NA,1,NA,0,53,7,3,10,7.5714285714,3,14,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,FALSE
83,NA,2,2,0,179,15,10,20,11.933333333,11,20,FALSE,FALSE,FALSE,FALSE,NC,rural,lowest,TRUE,female,FALSE
91,NA,5,9,40,26,2,10,16,13,1,13,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,TRUE,male,FALSE
71,NA,7,7,2,72,5,5,30,14.4,5,14,FALSE,FALSE,FALSE,FALSE,OR,rural,average,TRUE,female,FALSE
NA,1,5,NA,0,48,5,4,15,9.6,3,22,FALSE,FALSE,FALSE,FALSE,FL,urban,average,NA,male,FALSE
50,NA,NA,NA,0,141,7,10,30,20.142857143,8,22,FALSE,FALSE,FALSE,FALSE,CO,city,average,NA,female,FALSE
86,NA,3,NA,0,20,1,20,20,20,1,12,TRUE,FALSE,FALSE,FALSE,IA,NA,NA,NA,female,FALSE
58,NA,NA,NA,0,84,16,3,10,5.25,7,20,FALSE,FALSE,FALSE,FALSE,LA,suburb,lowest,NA,male,FALSE
36,2,6,1,8,207,16,10,17,12.9375,6,21,FALSE,FALSE,FALSE,FALSE,IL,town,lowest,TRUE,male,FALSE
68,NA,4,0,11,126,9,10,20,14,5,18,FALSE,FALSE,FALSE,FALSE,LA,rural,lowest,TRUE,female,FALSE
NA,NA,1,NA,0,95,10,5,12,9.5,5,12,FALSE,FALSE,FALSE,FALSE,NC,rural,average,NA,female,FALSE
37,NA,4,5,2,44,4,5,15,11,3,14,FALSE,FALSE,FALSE,FALSE,CA,city,average,TRUE,male,FALSE
NA,NA,NA,NA,0,65,8,5,10,8.125,5,14,FALSE,FALSE,TRUE,FALSE,FL,NA,NA,NA,male,FALSE
80,NA,2,6,1,100,15,3,12,6.6666666667,9,16,FALSE,FALSE,FALSE,FALSE,IN,rural,average,TRUE,female,FALSE
89,NA,1,0,5,139,17,3,12,8.1764705882,11,14,FALSE,FALSE,FALSE,FALSE,NC,city,lowest,TRUE,female,FALSE
75,NA,2,5,3,199,12,5,25,16.583333333,3,17,FALSE,FALSE,FALSE,FALSE,AR,city,average,TRUE,female,FALSE
54,NA,1,4,0,45,3,5,25,15,6,22,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,FALSE
NA,NA,NA,NA,0,53,11,3,6,4.8181818182,3,18,FALSE,FALSE,FALSE,FALSE,FL,suburb,highest,NA,NA,FALSE
40,NA,3,0,1,26,2,10,16,13,3,16,FALSE,FALSE,FALSE,FALSE,IN,city,lowest,NA,female,FALSE
36,NA,6,NA,0,15,1,15,15,15,2,19,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,female,FALSE
92,NA,1,NA,0,166,22,3,11,7.5454545455,9,14,FALSE,FALSE,FALSE,FALSE,WI,urban,highest,TRUE,male,FALSE
78,1,4,0,1,31,9,3,5,3.4444444444,9,12,FALSE,FALSE,FALSE,FALSE,MO,urban,lowest,TRUE,male,FALSE
63,NA,3,7,8,51,5,5,15,10.2,7,14,FALSE,FALSE,FALSE,FALSE,WI,suburb,average,TRUE,female,FALSE
NA,NA,NA,NA,0,25,1,25,25,25,2,19,FALSE,FALSE,FALSE,FALSE,CA,town,highest,NA,male,TRUE
32,NA,2,NA,0,68,6,5,17,11.333333333,5,16,FALSE,FALSE,FALSE,FALSE,WA,urban,average,NA,female,FALSE
79,NA,5,NA,0,256,21,5,25,12.19047619,11,14,TRUE,FALSE,FALSE,FALSE,UT,urban,lowest,NA,female,FALSE
36,NA,5,NA,0,86,19,2,10,4.5263157895,9,11,FALSE,FALSE,FALSE,FALSE,WI,town,highest,NA,male,FALSE
NA,NA,3,8,18,154,9,10,25,17.111111111,6,14,FALSE,FALSE,TRUE,FALSE,FL,rural,highest,TRUE,male,FALSE
64,NA,4,3,22,15,1,15,15,15,1,12,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,TRUE
50,NA,6,8,1,40,6,3,10,6.6666666667,2,11,FALSE,FALSE,FALSE,TRUE,FL,city,average,TRUE,female,FALSE
NA,NA,NA,NA,0,329,12,20,36,27.416666667,7,14,FALSE,FALSE,FALSE,FALSE,CA,city,average,NA,NA,FALSE
NA,NA,NA,NA,0,30,3,10,10,10,2,11,FALSE,FALSE,FALSE,FALSE,CA,town,highest,NA,female,FALSE
73,NA,5,7,7,86,5,10,20,17.2,3,18,FALSE,FALSE,FALSE,FALSE,CA,urban,average,TRUE,male,FALSE
NA,NA,1,8,1,102,10,5,25,10.2,5,15,FALSE,FALSE,FALSE,FALSE,IN,town,highest,TRUE,female,FALSE
71,2,1,6,2,69,7,5,15,9.8571428571,7,16,FALSE,FALSE,FALSE,FALSE,MI,suburb,average,TRUE,male,FALSE
57,NA,2,4,1,104,18,3,10,5.7777777778,8,14,FALSE,FALSE,FALSE,FALSE,KY,rural,average,NA,female,FALSE
49,NA,NA,NA,0,71,5,10,17,14.2,6,19,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,male,FALSE
NA,NA,NA,NA,0,76,11,5,10,6.9090909091,4,12,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,NA,NA,FALSE
NA,NA,NA,NA,0,214,29,4,20,7.3793103448,7,14,FALSE,FALSE,FALSE,FALSE,OK,town,highest,NA,male,FALSE
44,NA,5,NA,0,105,7,5,20,15,2,11,FALSE,FALSE,FALSE,FALSE,MI,NA,NA,TRUE,male,FALSE
NA,NA,1,2,2,379,41,3,16,9.243902439,11,13,FALSE,FALSE,FALSE,TRUE,MO,NA,NA,NA,female,FALSE
73,NA,2,1,6,106,18,5,11,5.8888888889,9,12,FALSE,FALSE,FALSE,FALSE,WI,rural,average,NA,male,FALSE
68,NA,1,NA,0,20,1,20,20,20,1,16,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,TRUE,male,FALSE
62,NA,4,7,19,202,13,3,25,15.538461538,9,14,FALSE,FALSE,FALSE,FALSE,SC,town,average,TRUE,female,FALSE
55,NA,3,5,3,149,19,3,13,7.8421052632,8,16,FALSE,FALSE,FALSE,FALSE,TX,town,average,TRUE,female,FALSE
53,NA,NA,NA,0,61,5,5,22,12.2,8,20,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,NA,male,FALSE
NA,NA,NA,NA,0,53,1,53,53,53,1,13,FALSE,FALSE,FALSE,FALSE,CA,city,lowest,NA,NA,FALSE
90,NA,5,8,37,337,15,2,33,22.466666667,9,1,FALSE,FALSE,TRUE,FALSE,WY,town,highest,NA,female,FALSE
62,NA,6,7,5,35,2,15,20,17.5,2,16,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,TRUE,female,FALSE
80,1,2,6,20,43,17,1,7,2.5294117647,9,14,FALSE,FALSE,FALSE,FALSE,NV,city,average,TRUE,male,FALSE
71,2,2,8,8,30,3,5,15,10,3,14,FALSE,FALSE,FALSE,FALSE,TX,town,highest,TRUE,female,FALSE
NA,NA,NA,NA,0,100,2,50,50,50,3,15,FALSE,FALSE,FALSE,FALSE,CA,city,average,NA,male,FALSE
NA,NA,3,NA,0,66,5,5,25,13.2,4,21,FALSE,FALSE,FALSE,FALSE,TX,city,lowest,NA,NA,FALSE
NA,NA,NA,NA,0,213,12,15,21,17.75,8,11,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,NA,male,FALSE
80,NA,7,9,1,255,13,10,25,19.615384615,10,15,FALSE,FALSE,FALSE,FALSE,CA,town,highest,TRUE,male,TRUE
NA,NA,3,NA,0,25,1,25,25,25,1,11,FALSE,FALSE,FALSE,FALSE,AK,rural,average,NA,male,FALSE
71,NA,NA,NA,0,50,16,2,5,3.125,11,13,FALSE,FALSE,FALSE,FALSE,FL,city,average,NA,male,FALSE
53,2,7,7,3,95,3,20,50,31.666666667,5,19,FALSE,FALSE,FALSE,FALSE,MI,rural,highest,TRUE,male,FALSE
NA,NA,1,3,1,51,5,4,16,10.2,3,12,FALSE,FALSE,FALSE,FALSE,MO,rural,average,NA,male,FALSE
41,NA,NA,NA,0,60,14,3,5,4.2857142857,7,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,male,TRUE
44,NA,4,NA,0,15,1,15,15,15,1,17,FALSE,FALSE,FALSE,FALSE,KY,rural,lowest,TRUE,female,FALSE
40,NA,5,7,23,30,3,5,15,10,3,12,FALSE,FALSE,FALSE,FALSE,IL,suburb,average,TRUE,female,FALSE
NA,NA,NA,NA,0,90,9,10,10,10,3,14,FALSE,FALSE,FALSE,FALSE,NV,urban,average,NA,female,FALSE
NA,NA,2,7,3,60,5,5,20,12,2,15,FALSE,FALSE,FALSE,FALSE,KS,rural,average,NA,male,FALSE
77,1,3,8,0,182,12,3,25,15.166666667,9,12,FALSE,FALSE,FALSE,FALSE,FL,suburb,average,TRUE,male,FALSE
NA,NA,NA,NA,0,85,8,5,20,10.625,3,11,FALSE,FALSE,FALSE,FALSE,CA,urban,highest,NA,male,FALSE
NA,NA,3,NA,0,30,3,5,15,10,3,13,FALSE,FALSE,FALSE,FALSE,CO,rural,average,NA,male,FALSE
NA,NA,1,NA,0,145,15,5,15,9.6666666667,11,15,TRUE,FALSE,FALSE,FALSE,NC,rural,average,NA,male,FALSE
61,NA,3,0,4,231,12,5,30,19.25,8,14,FALSE,FALSE,FALSE,FALSE,MI,rural,lowest,TRUE,female,FALSE
69,1,5,5,5,197,23,3,14,8.5652173913,11,13,FALSE,FALSE,FALSE,FALSE,CA,town,average,TRUE,female,TRUE
56,NA,4,8,16,38,6,4,9,6.3333333333,3,11,FALSE,FALSE,FALSE,FALSE,GA,town,average,TRUE,female,FALSE
35,NA,NA,NA,0,96,13,5,20,7.3846153846,9,14,FALSE,FALSE,FALSE,FALSE,CO,city,lowest,NA,male,FALSE
64,1,4,3,10,140,6,15,25,23.333333333,5,1,TRUE,FALSE,FALSE,FALSE,WA,suburb,average,TRUE,male,FALSE
68,NA,2,0,9,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,CA,city,lowest,TRUE,female,FALSE
41,1,3,8,16,95,9,5,15,10.555555556,6,12,FALSE,FALSE,FALSE,FALSE,MI,town,average,TRUE,female,FALSE
77,NA,1,NA,0,96,15,3,10,6.4,11,14,FALSE,FALSE,FALSE,FALSE,KS,rural,lowest,NA,male,FALSE
39,NA,5,5,1,171,13,5,50,13.153846154,3,14,FALSE,FALSE,FALSE,FALSE,TN,town,average,TRUE,male,FALSE
40,2,7,NA,0,70,6,5,15,11.666666667,9,18,FALSE,FALSE,FALSE,FALSE,FL,suburb,highest,TRUE,female,FALSE
78,NA,4,NA,0,327,19,5,25,17.210526316,8,22,TRUE,FALSE,FALSE,FALSE,CA,town,average,TRUE,male,FALSE
53,NA,5,NA,0,38,11,2,6,3.4545454545,6,15,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,TRUE,female,FALSE
78,NA,5,4,3,220,20,3,18,11,9,14,FALSE,FALSE,FALSE,FALSE,FL,city,average,TRUE,female,FALSE
NA,NA,1,NA,0,150,31,3,7,4.8387096774,10,12,FALSE,FALSE,FALSE,FALSE,IL,town,lowest,TRUE,female,TRUE
NA,NA,NA,NA,0,65,5,10,15,13,2,12,FALSE,FALSE,FALSE,FALSE,AZ,suburb,highest,NA,female,FALSE
NA,NA,1,0,9,90,24,2,6,3.75,11,4,TRUE,FALSE,FALSE,TRUE,FL,city,lowest,TRUE,female,FALSE
62,NA,7,NA,0,169,15,5,18,11.266666667,8,22,FALSE,FALSE,FALSE,FALSE,TX,town,average,TRUE,male,FALSE
76,NA,5,9,8,82,17,2,10,4.8235294118,8,9,TRUE,FALSE,FALSE,FALSE,IL,suburb,highest,NA,female,FALSE
NA,2,3,NA,0,86,8,5,15,10.75,6,14,FALSE,FALSE,FALSE,FALSE,AZ,urban,lowest,NA,female,FALSE
60,1,6,9,3,55,2,25,30,27.5,3,17,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
54,NA,7,7,2,62,5,5,18,12.4,5,22,FALSE,FALSE,FALSE,FALSE,AZ,suburb,highest,NA,female,TRUE
41,1,4,3,2,30,2,10,20,15,2,13,FALSE,FALSE,FALSE,FALSE,KS,suburb,lowest,TRUE,male,FALSE
67,NA,4,5,2,46,3,10,20,15.333333333,2,15,FALSE,FALSE,FALSE,FALSE,WI,town,average,TRUE,male,FALSE
71,NA,NA,NA,0,86,6,10,18,14.333333333,7,21,FALSE,FALSE,FALSE,FALSE,NC,rural,highest,NA,male,FALSE
42,NA,5,NA,0,30,2,10,20,15,3,15,FALSE,FALSE,FALSE,FALSE,FL,city,average,NA,male,FALSE
NA,NA,NA,NA,0,28,6,3,6,4.6666666667,2,14,FALSE,FALSE,FALSE,FALSE,CA,urban,lowest,NA,female,FALSE
1,NA,1,1,24,156,32,3,7,4.875,11,11,FALSE,FALSE,FALSE,FALSE,MO,town,lowest,TRUE,female,FALSE
71,NA,4,6,0,178,23,3,12,7.7391304348,10,20,FALSE,FALSE,FALSE,FALSE,TX,suburb,average,TRUE,female,FALSE
28,2,4,NA,0,25,1,25,25,25,1,17,FALSE,FALSE,FALSE,FALSE,CA,urban,lowest,TRUE,male,FALSE
NA,NA,NA,NA,0,221,15,5,25,14.733333333,7,7,FALSE,FALSE,FALSE,TRUE,OK,rural,average,NA,female,FALSE
70,NA,3,0,24,187.5,39,2,6,4.8076923077,9,1,TRUE,FALSE,FALSE,FALSE,IL,urban,lowest,TRUE,male,FALSE
79,NA,NA,NA,0,245,16,5,50,15.3125,9,12,TRUE,FALSE,FALSE,FALSE,OR,NA,NA,NA,NA,FALSE
76,NA,5,9,1,86,7,5,20,12.285714286,11,16,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,TRUE,female,FALSE
NA,NA,5,3,2,259,53,3,10,4.8867924528,11,19,FALSE,FALSE,FALSE,FALSE,MO,urban,average,TRUE,female,FALSE
NA,NA,6,NA,0,80,13,2,10,6.1538461538,11,20,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,TRUE,male,FALSE
44,NA,5,4,12,37,5,3,10,7.4,2,13,FALSE,FALSE,FALSE,FALSE,TX,suburb,average,TRUE,female,FALSE
71,NA,4,NA,0,172,23,5,10,7.4782608696,11,13,FALSE,FALSE,FALSE,FALSE,CA,rural,average,NA,female,FALSE
48,NA,4,4,16,75,5,10,20,15,5,22,FALSE,FALSE,FALSE,FALSE,TX,suburb,average,TRUE,female,FALSE
75,NA,3,4,2,20,1,20,20,20,1,13,FALSE,FALSE,FALSE,FALSE,TX,city,average,NA,male,FALSE
39,NA,3,7,2,116,11,6,20,10.545454545,3,15,FALSE,FALSE,FALSE,FALSE,IL,suburb,highest,TRUE,female,FALSE
NA,NA,NA,NA,0,55,2,20,35,27.5,3,15,FALSE,FALSE,FALSE,FALSE,NC,town,average,NA,male,FALSE
64,5,7,7,6,72,7,3,15,10.285714286,8,11,FALSE,FALSE,FALSE,FALSE,CO,suburb,highest,TRUE,female,FALSE
78,NA,7,7,17,214,10,10,30,21.4,7,13,FALSE,FALSE,FALSE,FALSE,IL,urban,highest,TRUE,male,FALSE
88,NA,5,NA,0,212,50,1.5,11,4.24,11,11,TRUE,FALSE,FALSE,FALSE,FL,city,average,TRUE,female,FALSE
58,1,2,NA,0,72,11,5,10,6.5454545455,10,13,FALSE,FALSE,FALSE,FALSE,CA,urban,average,NA,female,FALSE
NA,NA,NA,NA,0,825,46,5,220,17.934782609,7,1,TRUE,FALSE,FALSE,FALSE,KS,town,highest,NA,NA,FALSE
65,NA,NA,NA,0,135,18,3,15,7.5,7,13,FALSE,FALSE,FALSE,FALSE,NE,rural,average,NA,male,FALSE
63,NA,NA,NA,0,231,16,5,50,14.4375,8,15,FALSE,FALSE,FALSE,FALSE,OK,rural,lowest,NA,female,FALSE
35,1,7,9,2,25,1,25,25,25,1,16,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,TRUE,female,FALSE
70,NA,4,0,17,48,4,5,19,12,3,11,FALSE,FALSE,FALSE,FALSE,NC,city,lowest,TRUE,female,TRUE
NA,NA,NA,NA,0,227,16,5,21,14.1875,6,14,FALSE,FALSE,FALSE,FALSE,OK,rural,lowest,NA,female,FALSE
83,NA,1,8,2,53.5,24,1,5,2.2291666667,11,11,FALSE,FALSE,FALSE,FALSE,NC,city,highest,TRUE,NA,FALSE
89,NA,2,NA,0,510,31,5,26,16.451612903,7,22,FALSE,FALSE,FALSE,FALSE,MI,suburb,highest,NA,female,FALSE
87,NA,2,2,3,227,8,20,35,28.375,7,14,FALSE,FALSE,FALSE,FALSE,OR,city,lowest,TRUE,female,FALSE
54,NA,5,8,0,81,6,6,21,13.5,2,13,FALSE,FALSE,FALSE,FALSE,GA,town,highest,TRUE,female,FALSE
40,NA,7,NA,0,216.03,31,3,12,6.9687096774,11,21,FALSE,FALSE,FALSE,FALSE,MO,rural,average,TRUE,female,FALSE
33,1,5,4,9,123,10,5,20,12.3,6,14,FALSE,FALSE,FALSE,FALSE,NC,town,average,TRUE,male,FALSE
79,NA,5,NA,0,111,13,3,14,8.5384615385,11,17,FALSE,FALSE,FALSE,FALSE,NM,rural,average,TRUE,female,FALSE
27,NA,1,4,0,15,1,15,15,15,1,15,FALSE,FALSE,FALSE,FALSE,KS,city,average,NA,female,FALSE
66,NA,3,NA,0,71,9,3,14,7.8888888889,5,15,FALSE,FALSE,FALSE,FALSE,IA,rural,average,NA,female,FALSE
NA,NA,NA,NA,0,23,1,23,23,23,1,12,FALSE,FALSE,FALSE,FALSE,MO,urban,average,NA,female,FALSE
60,NA,7,8,0,273,35,5,10,7.8,11,14,FALSE,FALSE,FALSE,FALSE,KY,town,average,NA,male,TRUE
NA,NA,NA,NA,0,102,23,2,7,4.4347826087,12,12,FALSE,FALSE,FALSE,FALSE,TX,suburb,highest,NA,female,FALSE
NA,NA,NA,NA,0,125,14,4,12,8.9285714286,5,14,FALSE,FALSE,FALSE,FALSE,AR,town,average,NA,female,FALSE
52,NA,NA,NA,0,131,13,3,20,10.076923077,10,17,FALSE,FALSE,FALSE,FALSE,CA,town,average,NA,female,FALSE
63,NA,1,3,16,47,4,5,20,11.75,3,20,FALSE,FALSE,FALSE,FALSE,IN,city,average,NA,female,FALSE
NA,NA,2,1,30,80,6,10,20,13.333333333,7,12,TRUE,FALSE,FALSE,FALSE,IL,rural,lowest,TRUE,male,TRUE
86,NA,NA,NA,0,80,7,5,20,11.428571429,5,14,FALSE,FALSE,FALSE,FALSE,UT,suburb,lowest,NA,male,FALSE
57,NA,NA,NA,0,184,12,10,22,15.333333333,5,13,FALSE,FALSE,FALSE,FALSE,CA,suburb,highest,NA,female,FALSE
48,NA,4,NA,0,15,1,15,15,15,1,13,FALSE,FALSE,FALSE,FALSE,AZ,NA,NA,TRUE,female,TRUE
51,1,5,8,32,98,7,10,25,14,7,20,FALSE,FALSE,FALSE,FALSE,NC,town,average,TRUE,male,FALSE
41,NA,4,3,2,50,3,15,20,16.666666667,6,14,FALSE,FALSE,FALSE,FALSE,CA,suburb,average,TRUE,female,FALSE
41,1,7,2,5,36,2,15,21,18,2,16,FALSE,FALSE,FALSE,FALSE,LA,town,lowest,TRUE,female,FALSE
